Game_Title,All_Review_Cat,Release_Date,Game_Developer,Game_Publisher,Player_Type,Has_Violence,Price_Original_Before_Discount,Discount_Percentage,Price_Discount,Price_Original,price_subscription,Genre_List,OS_List,Memory,Storage,Hard_Drive,VR_Support,Purchase_All,Purchase_Steam,Purchase_Other,Review_All,Review_Positive,Review_Negative
Chinbus Adventure,Mixed,"26 Jan, 2018",Xefier Games Inc.,Xefier Games Inc.,Single-player,None,None,None,None,349,None,"['Action', 'Adventure', 'Indie', 'RPG']","['windows', 'linux', 'mac']","['4 GB RAM', '4 GB RAM', '4 GB RAM']","['1700 MB available space', '1700 MB available space', '1700 MB available space']",[],None,50,50,0,50,31,19
Atari Vault  50 Game AddOn Pack,Positive,"26 Nov, 2019",Code Mystics,Atari,Single-player,None,None,None,None,199,None,"['Action', 'Adventure', 'Casual', 'Racing', 'RPG', 'Sports', 'Strategy']","['windows', 'linux', 'mac']","['2 GB RAM', '2 GB RAM', '2 GB RAM']",[],[],None,12,12,0,12,11,1
Girl Kill Zombies,Mixed,"27 Sep, 2019",GK,GK,Single-player,None,None,None,None,42,None,"['Action', 'Adventure', 'Indie']",['mac'],['1 GB RAM'],['500 MB available space'],[],None,12,12,0,12,7,5
Just Cause 3  MiniGun Racing Boat,Mixed,"1 Dec, 2015",Avalanche Studios,Square Enix,Single-player,"Multiple, motiveless killing",None,None,None,119,None,"['Action', 'Adventure']",['windows'],['8 GB RAM'],['54 GB available space'],[],None,70,50,20,70,32,38
Blazing Beaks OST,2 user reviews,"10 May, 2019",Applava,None,None,None,None,None,None,199,None,"['Action', 'Indie']",[],[],[],[],None,2,2,0,2,2,0
Witch and Hero,Positive,"21 Apr, 2016",FK Digital,Flyhigh Works,Single-player,None,None,None,None,199,None,"['Action', 'Adventure', 'Indie', 'RPG']",['windows'],['2 GB RAM'],['100 MB available space'],[],None,44,42,2,44,40,4
SWORDY,Mixed,"22 Jul, 2016",Frogshark,Frogshark,Single-player,None,None,None,None,479,None,"['Action', 'Adventure', 'Casual', 'Indie', 'Sports', 'Early Access']",['windows'],['2 GB RAM'],['2 GB available space'],[],None,97,82,15,97,64,33
Tom Clancys Splinter Cell Blacklist  Homeland DLC,Mixed,"26 Sep, 2013",Ubisoft Toronto,None,Single-player,None,None,None,None,349,None,"['Action', 'Adventure']",['windows'],['2 GB RAM'],[],['25 GB HD space'],None,80,76,4,80,46,34
Kalzor 2000,None,"14 Jul, 2017",Roley Games,Roley Games,Single-player,None,None,None,None,119,None,"['Action', 'Casual', 'Indie']",['windows'],['12 GB RAM'],['60 MB available space'],[],None,None,None,None,None,None,None
Rec Room,Very Positive,"1 Jun, 2016",Rec Room,Rec Room,MMO,None,None,None,None,Free To Play,None,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Sports', 'Early Access']",['windows'],['8 GB RAM'],['1400 MB available space'],[],VR Support,6293,117,6176,6293,5839,454
Downwell,Overwhelmingly Positive,"15 Oct, 2015",Moppin,Devolver Digital,Single-player,None,None,None,None,169,None,"['Action', 'Adventure', 'Indie']",['windows'],['1 GB RAM'],['200 MB available space'],[],None,5422,4958,464,5422,5245,177
Hellblade Senuas Sacrifice Original Soundtrack,Positive,"5 Dec, 2018",Ninja Theory,Ninja Theory,None,violence/bad_language,None,None,None,219,None,"['Action', 'Adventure', 'Indie']",[],[],[],[],None,44,44,0,44,40,4
Ancient Knowledge,4 user reviews,"20 Sep, 2019",Oleg Malyshko,Oleg Malyshko,Single-player,None,None,None,None,419,None,"['Action', 'Adventure', 'Indie']",['windows'],['4 GB RAM'],['7 GB available space'],[],None,5,4,1,5,5,0
bobo robot,4 user reviews,"1 Aug, 2019",Sokpop Collective,Sokpop Collective,Single-player,None,None,None,None,125,None,"['Action', 'Adventure', 'Indie']","['windows', 'mac']","['4 GB RAM', '4 GB RAM']","['200 MB available space', '200 MB available space']",[],None,5,4,1,5,4,1
Supreme Commander 2,Very Positive,"2 Mar, 2010",Gas Powered Games,Square Enix,Single-player,violence/bad_language,None,None,None,440,None,['Strategy'],['windows'],['1GB RAM XP 15GB RAM Vista  Win 7'],[],['45 GB for full install  DirectX'],None,7816,4678,3138,7816,6787,1029
Monster Hunter World  Sticker Set Celestial Pursuit Girls,Positive,"25 Jan, 2019","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Single-player,violence/bad_language,166,-20%,132,None,None,['Action'],['windows'],['8 GB RAM'],['48 GB available space'],[],None,13,13,0,13,13,0
Wanderlust Adventures,Mixed,"10 Aug, 2015",Yeti Trunk,Chucklefish,Single-player,None,None,None,None,369,None,"['Action', 'Adventure', 'Indie', 'RPG']",['windows'],['800 MB RAM'],['300 MB available space'],[],None,234,182,52,234,144,90
Z,Mostly Positive,"4 Jul, 2014",TickTock Games,KISS ltd,Single-player,None,None,None,None,319,None,"['Action', 'Strategy']",['mac'],['2 GB RAM'],['400 MB available space'],[],None,925,690,235,925,683,242
Infinite Tanks,Mixed,"25 Mar, 2017",Atypical Games,Atypical Games,Single-player,None,None,None,None,199,None,"['Action', 'Indie']",['windows'],['1 GB RAM'],['4000 MB available space'],[],None,158,148,10,158,98,60
Forsaken Isle,Mixed,"6 Feb, 2015",Smoodlez,Smoodlez,Single-player,None,None,None,None,349,None,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']",['windows'],['2 GB RAM'],[],[],None,342,302,40,342,208,134
Lovers Orcane Skin,1 user reviews,"28 Feb, 2020",Lowe Bros. Studios LLC,None,Single-player,None,None,None,None,199,None,"['Action', 'Indie']",['windows'],['2 MB RAM'],['150 MB available space'],[],None,2,1,1,2,2,0
Wrestling Revolution 3D,Very Positive,"1 Oct, 2014",MDickie,MDickie,Single-player,None,None,None,None,349,None,"['Action', 'Indie', 'Simulation', 'Sports', 'Strategy']","['windows', 'mac']","['2 GB RAM', '2 GB RAM']","['60 MB available space', '100 MB available space']",[],None,219,210,9,219,183,36
Tank Brawl,Mixed,"20 Apr, 2016",Phung Games,Phung Games,Single-player,None,None,None,None,259,None,"['Action', 'Casual', 'Indie', 'RPG']",['windows'],['2 GB RAM'],['1 GB available space'],[],None,33,20,13,33,22,11
Throw Anything,Positive,"26 Jul, 2018",Visual Light,Visual Light,Single-player,None,None,None,None,489,None,"['Action', 'Adventure', 'Casual', 'Indie']",['windows'],['4 GB RAM'],['2 GB available space'],[],VR Support,19,15,4,19,17,2
Sniper Elite 4  Deathstorm Part 1 Inception,Very Positive,"21 Mar, 2017",Rebellion,Rebellion,Single-player,None,None,None,None,319,None,"['Action', 'Adventure']",['windows'],['4 GB RAM'],[],[],None,78,68,10,78,65,13
Perfect Heist,Mixed,"17 Aug, 2018",yeswecamp,yeswecamp,Single-player,None,199,-50%,99,None,None,"['Action', 'Indie', 'Strategy']",['windows'],['4 GB RAM'],['2 GB available space'],[],None,204,148,56,204,133,71
GalGun 2  Doki Doki VR Mode,Positive,"28 Nov, 2018","INTI CREATES CO., LTD.",PQube Limited,Single-player,None,None,None,None,259,None,"['Action', 'Adventure']",['windows'],['8 GB RAM'],[],[],None,30,28,2,30,25,5
DoDonPachi Resurrection,Very Positive,"14 Oct, 2016","CAVE Interactive CO.,LTD.",Degica,Single-player,None,729,-60%,291,924,None,['Action'],['windows'],['2 GB RAM'],['2500 MB available space'],[],None,498,462,36,498,479,19
Undead Development,Very Positive,"24 Oct, 2017",Masterstrike,Masterstrike,Single-player,None,None,None,None,499,None,"['Action', 'Indie', 'Simulation', 'Early Access']",['windows'],['4 GB RAM'],['2 GB available space'],[],VR Support,205,199,6,205,169,36
Killers and Thieves,Mixed,"23 May, 2017",Alex Thomas,Stoic,Single-player,None,None,None,None,349,None,"['Action', 'Indie', 'RPG', 'Simulation', 'Strategy']",['windows'],['2 GB RAM'],['2 GB available space'],[],None,124,107,17,124,61,63
Chicken Assassin Reloaded,Very Positive,"28 Jun, 2016",OneShark,Akupara Games,Single-player,violence/bad_language,None,None,None,199,None,"['Action', 'Casual', 'Indie', 'RPG']","['windows', 'linux', 'mac']","['4 GB RAM', '4 GB RAM', '4 GB RAM']","['600 MB available space', '600 MB available space', '600 MB available space']",[],None,543,401,142,543,514,29
DRAGON BALL FighterZ  Vegeta,Mostly Positive,"8 Aug, 2018",Arc System Works,BANDAI NAMCO Entertainment,Single-player,violence/bad_language,None,None,None,None,None,['Action'],['windows'],['4 GB RAM'],[],[],None,49,41,8,49,36,13
Deus Ex Game of the Year Edition,Very Positive,"22 Jun, 2000",Ion Storm,Square Enix,Single-player,violence/bad_language,None,None,None,319,None,['Action'],[],[],[],[],None,7964,6836,1128,7964,7551,413
BITTRIP CORE,Mixed,"2 Oct, 2012",Gaijin Games,Gaijin Games,Single-player,None,None,None,None,369,None,"['Action', 'Indie']","['windows', 'mac']","['512 MB RAM', '512 MB RAM']",[],"['100 MB HD space', '100 MB HD space']",None,127,114,13,127,74,53
ACE COMBAT 7 SKIES UNKNOWN  Ten Million Relief Plan,Very Positive,"27 Nov, 2019",BANDAI NAMCO Studios,BANDAI NAMCO Entertainment,Single-player,violence/bad_language,249,-50%,124,None,None,"['Action', 'Simulation']",['windows'],['4 GB RAM'],[],[],None,98,77,21,98,89,9
Warhammer 40000 Eternal Crusade  Waaagh Weapon Pack,6 user reviews,"17 Mar, 2017",Behaviour Digital Inc.,None,MMO,violence/bad_language,None,None,None,565,None,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer']",['windows'],['6 GB RAM'],['40 GB available space'],[],None,6,6,0,6,5,1
Tumbleweed Express,Very Positive,"31 May, 2016","The Dirigiballers, LLC","The Dirigiballers, LLC",Single-player,None,None,None,None,165,None,"['Action', 'Adventure', 'Indie']","['windows', 'linux']","['4 GB RAM', '4 GB RAM']","['3 GB available space', '3 GB available space']",[],None,104,103,1,104,93,11
NTBSS Master Character Training Pack  Sasuke Uchiha Boruto,Mostly Positive,"27 Nov, 2019",Soleil Ltd.,BANDAI NAMCO Entertainment,Single-player,violence/bad_language,110,-50%,55,None,None,['Action'],['windows'],['4 GB RAM'],[],[],None,23,23,0,23,18,5
Overrun,1 user reviews,"19 Mar, 2020",Total Involve,Total Involve,Single-player,None,None,None,None,299,None,"['Action', 'Casual', 'Indie']",['windows'],['4 GB RAM'],['100 MB available space'],[],None,1,1,0,1,0,1
Sniper Ghost Warrior 2 Siberian Strike,Very Positive,"27 Mar, 2013",City Interactive,CI Games,Single-player,violence/bad_language,None,None,None,369,None,['Action'],['windows'],['2GB'],[],[],None,134,104,30,134,115,19
DrunkFu Wasted Masters,Mixed,"17 Aug, 2018",Rusto,Rusto,Single-player,violence/bad_language,None,None,None,369,None,"['Action', 'Indie', 'Simulation', 'Sports']","['windows', 'mac']","['4 GB RAM', '4 GB RAM']","['512 MB available space', '600 MB available space']",[],None,35,17,18,35,25,10
Scrap Galaxy,8 user reviews,"1 Dec, 2017",Catalope Games,Catalope Games,Single-player,None,None,None,None,299,None,"['Action', 'Indie']",['windows'],['2 GB RAM'],['512 MB available space'],[],None,13,8,5,13,11,2
Helium,Mixed,"11 Mar, 2017",rocketship,rocketship,Single-player,None,None,None,None,42,None,"['Action', 'Adventure', 'Indie']",['windows'],['1 GB RAM'],['2 GB available space'],[],None,87,55,32,87,48,39
Paralysis,Mixed,"23 Mar, 2018",Justin Jackson,Justin Jackson,Online PvP,None,None,None,None,125,None,"['Action', 'Casual', 'Indie', 'Early Access']",['windows'],['4 GB RAM'],['1 GB available space'],[],None,23,16,7,23,17,6
Distortions,Mixed,"3 Mar, 2018",Among Giants,Among Giants,Single-player,None,None,None,None,349,None,"['Action', 'Adventure', 'Indie', 'RPG']",['windows'],['1 GB RAM'],['11 GB available space'],[],None,117,77,40,117,81,36
FleetCOMM,Mostly Negative,"24 May, 2016",Rogue Star,FleetCOMM Technologies LLC,Single-player,None,None,None,None,369,None,"['Action', 'Indie', 'Strategy']",['windows'],['1 GB RAM'],['128 MB available space'],[],None,30,24,6,30,7,23
Skynet Rising  Portal to the Past,Mostly Negative,"14 Oct, 2016",Imran Arafat,Reality Gameware,Single-player,None,None,None,None,479,None,"['Action', 'Adventure', 'Indie', 'Early Access']",['windows'],['8 GB RAM'],['5500 MB available space'],[],None,26,20,6,26,10,16
The Piano,Mixed,"4 Jun, 2018",Mistaken Visions,Mistaken Visions,Single-player,None,349,-20%,279,None,None,"['Action', 'Adventure', 'Indie']",['windows'],['2 GB RAM'],['7 GB available space'],[],None,28,19,9,28,16,12
Dragons Dogma Dark Arisen Masterworks Collection,Very Positive,"16 Jan, 2016","CAPCOM CO., LTD.","CAPCOM CO., LTD.",Additional High-Quality Audio,violence/bad_language,None,None,None,1499,None,"['Action', 'Adventure', 'RPG']",['windows'],[],['1020 MB available space'],[],None,62,52,10,62,60,2
Hoco Poco,2 user reviews,"1 May, 2018",Sokpop Collective,Sokpop Collective,Single-player,None,None,None,None,125,None,"['Action', 'Indie']","['windows', 'mac']","['4 GB RAM', '4 GB RAM']","['200 MB available space', '200 MB available space']",[],None,2,2,0,2,2,0
SNeroDanteVergil,Positive,"23 Jun, 2015","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Single-player,violence/bad_language,299,-30%,209,None,None,['Action'],['windows'],[],[],[],None,36,36,0,36,31,5
TimeLock VR,Mostly Positive,"10 Aug, 2017",Whale Rock Games,Whale Rock Games,Single-player,violence/bad_language,None,None,None,349,None,"['Action', 'Adventure', 'Casual', 'Indie']",['windows'],['4 GB RAM'],['5 GB available space'],[],VR Support,207,173,34,207,145,62
Dungeons and Robots,Mixed,"29 Feb, 2016",Glow Games Studio,Digital Tribe,Single-player,None,None,None,None,329,None,"['Action', 'Indie', 'RPG', 'Early Access']","['windows', 'linux', 'mac']","['2 GB RAM', '2 GB RAM', '2 GB RAM']","['2 GB available space', '2 GB available space', '2 GB available space']",[],None,147,116,31,147,77,70
Skullgirls Color Palette Bundle,Very Positive,"5 Sep, 2013",Lab Zero Games,Marvelous,Single-player,violence/bad_language,119,-71%,35,None,None,"['Action', 'Indie']","['windows', 'linux', 'mac']",[],[],[],None,99,77,22,99,97,2
Electronic Super Joy Groove City,Very Positive,"6 Jun, 2014",Michael Todd Games,Yazar Media Group LLC,Single-player,None,None,None,None,199,None,"['Action', 'Indie']","['windows', 'mac']","['1 GB RAM', '1 GB RAM']","['150 MB available space', '150 MB available space']",[],None,566,251,315,566,460,106
Warhammer 40000 Eternal Crusade  Mael Dannan Weapon Pack,None,"17 Mar, 2017",Behaviour Digital Inc.,None,MMO,violence/bad_language,None,None,None,565,None,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer']",['windows'],['6 GB RAM'],['40 GB available space'],[],None,None,None,None,None,None,None
Monster Hunter World  Sticker Set Classic Monsters Set,Positive,"5 Oct, 2018","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Single-player,violence/bad_language,166,-20%,132,None,None,['Action'],['windows'],['8 GB RAM'],['48 GB available space'],[],None,18,16,2,18,17,1
Bermuda  Lost Survival,Mostly Positive,"29 Sep, 2017",NIGHTBOX,NIGHTBOX,Single-player,None,None,None,None,479,None,"['Action', 'Adventure', 'Indie', 'Strategy', 'Early Access']",['windows'],['4 GB RAM'],['6 GB available space'],[],None,299,294,5,299,229,70
Return to Sender,2 user reviews,"20 Mar, 2020",Carl Games,Carl Games,Single-player,None,None,None,None,219,None,"['Action', 'Adventure', 'Indie']",['windows'],['1 GB RAM'],['100 MB available space'],[],None,2,2,0,2,1,1
BLOCKADE War Stories,Mixed,"8 Apr, 2019",Novalink,Novalink,Single-player,None,None,None,None,259,None,"['Action', 'Adventure', 'Indie']",['windows'],['4 GB RAM'],['2 GB available space'],[],None,43,36,7,43,29,14
Talewind,Mixed,"23 Sep, 2016",WindLimit,WindLimit,Single-player,None,None,None,None,359,None,"['Action', 'Adventure', 'Indie']","['windows', 'mac']","['500 MB RAM', '500 MB RAM']","['1500 MB available space', '1500 MB available space']",[],None,73,57,16,73,43,30
Just Cause 4 Danger Rising,Very Positive,"6 Sep, 2019",Avalanche Studios,Square Enix,Single-player,violence/bad_language,None,None,None,680,None,"['Action', 'Adventure']",['windows'],['8 GB RAM'],['59 GB available space'],[],None,66,60,6,66,58,8
Dollhouse,Mixed,"24 May, 2019",Creazn Studio,SOEDESCO Publishing,Single-player,violence/bad_language,None,None,None,529,None,"['Action', 'Adventure', 'Indie']",['windows'],['2 GB RAM'],['5 GB available space'],[],None,93,68,25,93,55,38
Medieval Towns,Mixed,"15 Mar, 2019",Station 437,Station 437,MMO,None,None,None,None,459,None,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Early Access']",['windows'],['4 GB RAM'],['5 GB available space'],[],None,19,16,3,19,9,10
Phantom Trigger,Mixed,"10 Aug, 2017",Bread Team,tinyBuild,Single-player,None,479,-75%,119,64,None,"['Action', 'Adventure', 'Indie']",['windows'],['2000 MB RAM'],['700 MB available space'],[],None,77,27,50,77,49,28
BLOCKADE 3D,Mixed,"5 Nov, 2014",Novalink,Novalink,Online PvP,None,None,None,None,Free to Play,None,"['Action', 'Free to Play', 'Early Access']",['windows'],['2048 MB RAM'],['700 MB available space'],[],None,27845,496,27349,27845,16016,11829
Mission Pack 1 Time of the Mutants,Positive,"9 Aug, 2016",SANDLOT,D3 PUBLISHER,Single-player,None,None,None,None,409,None,['Action'],['windows'],['4 GB RAM'],['8 GB available space'],[],None,41,37,4,41,40,1
Naval Action  Leopard,Mostly Positive,"30 Nov, 2019",Game-Labs,Game-Labs,MMO,None,None,None,None,899,None,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']",['windows'],['4 GB RAM'],['2 GB available space'],[],None,13,13,0,13,10,3
Crisis on the Planet of the Apes,Mixed,"3 Apr, 2018",Imaginati,FoxNext VR Studio,Single-player,violence/bad_language,None,None,None,459,None,"['Action', 'Adventure']",['windows'],['8 GB RAM'],['8 GB available space'],[],VR Support,34,34,0,34,22,12
Counter Fight Samurai Edition,Positive,"8 Jun, 2017","Tricol Co., Ltd.","Tricol Co., Ltd.",Single-player,None,369,-70%,110,None,None,"['Action', 'Casual', 'Indie', 'Simulation']",['windows'],['8 GB RAM'],['1 GB available space'],[],VR Support,50,48,2,50,47,3
High clear VR,Positive,"26 Jun, 2017",FiveStarGames,FiveStarGames,Single-player,None,None,None,None,565,None,"['Action', 'Casual', 'Sports']",['windows'],['8 GB RAM'],['1 GB available space'],[],VR Support,46,46,0,46,37,9
Hail to the King Deathbat,Very Positive,"31 Oct, 2014",Subscience Studios,Avenged Sevenfold,Single-player,None,None,None,None,219,None,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",['windows'],['2 GB RAM'],['2 GB available space'],[],None,190,174,16,190,154,36
Hold Out,Mixed,"13 Aug, 2019",Open Brains Studio,Open Brains Studio,Single-player,None,None,None,None,459,None,"['Action', 'Early Access']",['windows'],['6 GB RAM'],['30 GB available space'],[],None,35,28,7,35,22,13
D1896,7 user reviews,"15 Nov, 2019",Arkhouse Telegraph,Arkhouse Telegnosis,Single-player,None,None,None,None,199,None,"['Action', 'Adventure', 'Indie']",['windows'],['2 GB RAM'],['500 MB available space'],[],None,7,7,0,7,6,1
BATTLE ZOMBIE SHOOTER SURVIVAL OF THE DEAD,Mostly Negative,"8 Jun, 2018",DRUNKEN APES,DRUNKEN APES,Single-player,None,None,None,None,42,None,"['Action', 'Casual', 'Indie']",['windows'],['4 GB RAM'],['1 GB available space'],[],None,24,15,9,24,6,18
Bitcoin Collector,Mixed,"13 Sep, 2017",Blender Games,Blender Games,Single-player,None,None,None,None,58,None,"['Action', 'Adventure', 'Casual', 'Indie']",['windows'],['2 GB RAM'],['25 MB available space'],[],None,93,24,69,93,49,44
