Game_Title,All_Review_Cat,Release_Date,Game_Developer,Game_Publisher,Player_Type,Has_Violence,Price_Original_Before_Discount,Discount_Percentage,Price_Discount,Price_Original,price_subscription,Genre_List,OS_List,Memory,Storage,Hard_Drive,VR_Support,Purchase_All,Purchase_Steam,Purchase_Other,Review_All,Review_Positive,Review_Negative
DisneyPixar Toy Story 3 The Video Game,Mixed,"15 Jun, 2011",Avalanche Software,Disney,Single-player,violence/bad_language,None,None,None,529,None,"['Action', 'Adventure']",['windows'],['1 GB RAM'],['6 GB available space'],[],None,312,225,87,312,189,123
Sky Gamblers Storm Raiders,Mostly Positive,"8 Jan, 2015",Atypical Games,Atypical Games,Single-player,None,None,None,None,349,None,"['Action', 'Indie', 'Simulation']","['windows', 'linux', 'mac']","['512 MB RAM', '512 MB RAM', '512 MB RAM']","['800 MB available space', '800 MB available space', '800 MB available space']",[],None,209,193,16,209,168,41
Zombasite,Mostly Positive,"23 Aug, 2016",Soldak Entertainment,Soldak Entertainment,Single-player,None,None,None,None,565,None,"['Action', 'Indie', 'RPG']",['mac'],['512 MB RAM'],['350 MB available space'],[],None,158,143,15,158,120,38
Gas Guzzlers Combat Carnage,Positive,"4 May, 2012",Gamepires,Gamepires,Single-player,violence/bad_language,None,None,None,259,None,"['Action', 'Racing']",['windows'],['3 MB RAM'],['7 GB available space'],[],None,49,43,6,49,45,4
The Hunted,5 user reviews,"5 Feb, 2020",Sekai VR Ltd.,Big Head Games Ltd.,Single-player,None,None,None,None,219,None,['Action'],['windows'],['8 GB RAM'],['1 GB available space'],[],VR Support,6,5,1,6,1,5
Minigame Blast,1 user reviews,"24 Mar, 2020",Northern Amusements,Northern Amusements,Single-player,None,None,None,None,219,None,"['Action', 'Indie']",['windows'],['2 GB RAM'],['1 GB available space'],[],None,1,1,0,1,0,1
RabiRibi  Is the order a DLC,Very Positive,"11 Sep, 2017",CreSpirit,Sekai Project,Single-player,None,None,None,None,349,None,"['Action', 'Adventure', 'Casual', 'Indie']",['windows'],['1 GB RAM'],['1 GB available space'],[],None,193,184,9,193,185,8
BYTEPATH,Very Positive,"23 Feb, 2018",adnzzzzZ,adnzzzzZ,Single-player,None,None,None,None,85,None,"['Action', 'Casual', 'Indie', 'RPG']","['windows', 'linux']","['1 GB RAM', '1 GB RAM']","['150 MB available space', '150 MB available space']",[],None,216,208,8,216,209,7
Callys Caves 3,Very Positive,"5 Jan, 2016",VDO Games,VDO Games,Single-player,None,259,-70%,77,329,None,"['Action', 'Adventure', 'Indie', 'RPG']",['windows'],['1 GB RAM'],['250 MB available space'],[],None,462,280,182,462,372,90
Death Stair,Mixed,"16 Aug, 2016",Fun Sponge Games,Missing Link Games,Shared/Split Screen PvP,None,None,None,None,85,None,"['Action', 'Casual', 'Indie', 'Racing', 'Sports']",['windows'],['2 GB RAM'],['2 GB available space'],[],None,266,186,80,266,175,91
Legacy of Lunatic Kingdom,Very Positive,"14 Aug, 2015",上海アリス幻樂団,"Mediascape Co., Ltd.",Single-player,None,None,None,None,459,None,"['Action', 'Indie']",['windows'],['1024 MB RAM'],['600 MB available space'],[],None,413,380,33,413,406,7
X Rebirth VR Edition,Mixed,"7 Dec, 2017",Egosoft,Egosoft,Single-player,None,None,None,None,849,None,"['Action', 'Simulation']",['windows'],['8 GB RAM'],['8 GB available space'],[],VR Support,183,137,46,183,113,70
Revival DOA6 Alluring Mandarin Dress  La Mariposa,1 user reviews,"12 Feb, 2020","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Single-player,violence/bad_language,None,None,None,85,None,['Action'],['windows'],['8 GB RAM'],['50 GB available space'],[],None,1,1,0,1,1,0
Not The Robots,Very Positive,"12 Dec, 2013",2DArray,tinyBuild,Single-player,None,None,None,None,369,None,"['Action', 'Indie', 'Strategy']","['windows', 'mac']","['1 GB RAM', '1 GB RAM']","['300 MB available space', '300 MB available space']",[],None,543,285,258,543,436,107
Tinertia,Very Positive,"3 Sep, 2015",Candescent Games,Candescent & Section,Single-player,None,None,None,None,399,None,"['Action', 'Indie']","['windows', 'mac']","['2 GB RAM', '2 GB RAM']","['2 GB available space', '2 GB available space']",[],VR Support,98,63,35,98,95,3
RwNw OST  Nanosounds from the vaporspace,None,"28 Feb, 2018",Hammer&Ravens,Hammer&Ravens,Single-player,None,None,None,None,42,None,"['Action', 'Casual', 'Indie']","['windows', 'mac']",[],"['60 MB available space', '60 MB available space']",[],None,None,None,None,None,None,None
Domina,Very Positive,"3 Apr, 2017",DolphinBarn,DolphinBarn,Single-player,None,None,None,None,369,None,"['Action', 'Indie', 'Simulation', 'Strategy']",['windows'],['4 GB RAM'],['600 MB available space'],[],None,6288,5478,810,6288,5528,760
Broken Lines,Very Positive,"25 Feb, 2020",PortaPlay,Super.com,Single-player,None,579,-20%,463,None,None,['Strategy'],"['windows', 'linux', 'mac']","['8 GB RAM', '8 GB RAM', '10 GB RAM']","['6 GB available space', '55 GB available space', '6 GB available space']",[],None,300,249,51,300,256,44
Hard Truck Apocalypse Arcade  Ex Machina Arcade,Mostly Negative,"24 May, 2007",Targem Games,Buka Entertainment,Single-player,None,199,-89%,21,None,None,"['Action', 'Racing']",['mac'],['512 MB RAM'],['1500 MB available space'],[],None,160,142,18,160,48,112
Knightin,Very Positive,"26 Jul, 2019",Muzt Die Studios,Muzt Die Studios,Single-player,violence/bad_language,None,None,None,219,None,"['Action', 'Adventure', 'Indie']","['windows', 'linux', 'mac']","['2 GB RAM', '2 GB RAM', '2 GB RAM']","['256 MB available space', '256 MB available space', '256 MB available space']",[],None,102,59,43,102,91,11
Solarix,Mixed,"30 Apr, 2015",Pulsetense Games,PulseTense,Single-player,None,565,-75%,141,None,None,"['Action', 'Indie']",['windows'],['2 GB RAM'],['3 GB available space'],[],None,408,149,259,408,262,146
Mark of the Ninja Remastered,Overwhelmingly Positive,"9 Oct, 2018",Klei Entertainment,Klei Entertainment,Single-player,violence/bad_language,None,None,None,529,None,"['Action', 'Indie']","['windows', 'linux', 'mac']","['4 GB RAM', '4 GB RAM', '4 GB RAM']","['8 GB available space', '8 GB available space', '8 GB available space']",[],None,1843,1728,115,1843,1773,70
INK,Very Positive,"5 Aug, 2015",ZackBellGames,ZackBellGames,Single-player,None,None,None,None,259,None,"['Action', 'Adventure', 'Indie']","['windows', 'linux', 'mac']","['1 GB RAM', '1 GB RAM', '1 GB RAM']","['30 MB available space', '30 MB available space', '30 MB available space']",[],None,1528,630,898,1528,1259,269
Mushihimesama V15,Positive,"6 Nov, 2015","CAVE Interactive CO.,LTD.",Degica,Single-player,None,None,None,None,259,None,['Action'],['windows'],['2 GB RAM'],['1500 MB available space'],[],None,15,14,1,15,14,1
Bleeding Hunt VR Chap1,Mixed,"18 Mar, 2019",XAC Inc.,XAC Inc.,Single-player,None,None,None,None,125,None,['Action'],['windows'],['8 GB RAM'],['25 GB available space'],[],VR Support,61,49,12,61,43,18
ROCKETSROCKETSROCKETS,Very Positive,"1 May, 2015",Radial Games Corp,Radial Games Corp,Single-player,None,None,None,None,319,None,"['Action', 'Casual', 'Indie', 'Sports', 'Strategy']","['windows', 'linux', 'mac']","['2 GB RAM', '2 GB RAM', '1 GB RAM']","['200 MB available space', '200 MB available space', '200 MB available space']",[],None,550,332,218,550,426,124
Total War ATTILA,Mostly Positive,"17 Feb, 2015",CREATIVE ASSEMBLY,SEGA,Single-player,None,None,None,None,2029,None,['Strategy'],"['windows', 'linux', 'mac']","['3 GB RAM', '4 GB RAM', '4 GB RAM']","['35 GB available space', '35 GB available space', '35 GB available space']",[],None,21288,14783,6505,21288,16397,4891
Ceres,Mixed,"16 Oct, 2015",Jötunn Games,Iceberg Interactive,Single-player,violence/bad_language,None,None,None,529,None,"['Action', 'Indie', 'RPG', 'Simulation', 'Strategy']","['windows', 'linux', 'mac']","['2 GB RAM', '2 GB RAM', '2 GB RAM']","['2 GB available space', '2 GB available space', '2 GB available space']",[],None,135,114,21,135,70,65
TEMBO THE BADASS ELEPHANT,Mostly Positive,"21 Jul, 2015",Game Freak,SEGA,Single-player,None,None,None,None,479,None,"['Action', 'Adventure', 'Indie']",['windows'],['2 GB RAM'],['998 MB available space'],[],None,472,395,77,472,346,126
Gotham City Impostors Free to Play,Very Positive,"31 Aug, 2012","Monolith Productions, Inc.",Warner Bros. Interactive Entertainment,Steam Achievements,None,None,None,None,Free to Play,None,"['Action', 'Free to Play']",['windows'],['15 GB RAM'],[],[],None,11421,409,11012,11421,9607,1814
The Eden of Grisaia,Positive,"29 Apr, 2017",Frontwing,Frontwing USA,Single-player,None,None,None,None,729,None,"['Action', 'Adventure', 'Casual']",['windows'],['1 GB RAM'],['7 GB available space'],[],None,52,47,5,52,50,2
Other Worlds India,Mixed,"20 Jan, 2017",SharF Co.,SharF Co.,Single-player,None,None,None,None,42,None,"['Action', 'Adventure', 'Casual', 'Indie']",['windows'],['2000 MB RAM'],['1 GB available space'],[],None,59,46,13,59,30,29
NyxQuest Kindred Spirits,Very Positive,"28 Sep, 2010",Over the Top Games,Over the Top Games,Single-player,None,None,None,None,169,None,"['Action', 'Adventure']","['windows', 'mac']","['512MB RAM', '512MB RAM']",[],"['150MB or greater', '150MB or greater']",None,102,86,16,102,92,10
platoon,Very Positive,"13 Aug, 2018",SoundAndFuryGames,SoundAndFuryGames,Single-player,None,None,None,None,Free to Play,None,"['Action', 'Free to Play', 'Indie', 'Early Access']","['windows', 'mac']","['4 GB RAM MB RAM', '4 GB RAM']","['1 GB available space', '1 GB available space']",[],None,962,0,962,962,825,137
Godly Corp,Mixed,"13 Dec, 2018",TR8 Torus Studios,Ultimate Games S.A.,Single-player,None,None,None,None,299,None,"['Action', 'Casual', 'Indie', 'Simulation']","['windows', 'linux']","['2 GB RAM', '2 GB RAM']","['500 MB available space', '500 MB available space']",[],None,42,20,22,42,32,10
Battle Simulator,Mixed,"27 Sep, 2018",KicklessGame,RewindApp,Single-player,None,None,None,None,42,None,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",['windows'],['2 GB RAM'],['200 MB available space'],[],None,139,126,13,139,80,59
RONIN,Mostly Positive,"30 Jun, 2015",Tomasz Wacławek,Devolver Digital,Single-player,None,None,None,None,439,None,"['Action', 'Indie']","['windows', 'linux']","['2 GB RAM', '2 GB RAM']","['300 MB available space', '300 MB available space']",[],None,1871,1131,740,1871,1306,565
2084,Mixed,"13 Dec, 2018",Feardemic,Feardemic,Single-player,None,None,None,None,349,None,"['Action', 'Indie', 'Early Access']",['windows'],['8 GB RAM'],['4 GB available space'],[],None,91,55,36,91,61,30
TinyKeep,Mixed,"29 Sep, 2014",Phigames,Digital Tribe,Single-player,None,None,None,None,349,None,"['Action', 'Adventure', 'Indie', 'RPG']","['windows', 'linux', 'mac']","['2 GB RAM', '2 GB RAM', '2 GB RAM']","['1 GB available space', '1 GB available space', '1 GB available space']",[],None,393,245,148,393,266,127
KURSK,Mixed,"7 Nov, 2018",Jujubee S.A.,Jujubee S.A.,Single-player,None,None,None,None,529,None,"['Action', 'Adventure', 'Indie', 'Simulation']",['windows'],['8 GB RAM'],['15 GB available space'],[],None,254,210,44,254,120,134
2MD VR Football Evolution,Positive,"1 Apr, 2020","Truant Pixel, LLC","Truant Pixel, LLC",Single-player,None,None,None,None,419,None,"['Action', 'Casual', 'Indie', 'Simulation', 'Sports']",['windows'],['4 GB RAM'],['2 GB available space'],[],VR Support,22,22,0,22,20,2
Zombie Playground,Mixed,"31 Oct, 2016",stealth.gg,stealth.gg,Single-player,None,None,None,None,369,None,"['Action', 'Adventure', 'Indie', 'RPG']",['windows'],['4 GB RAM'],['3 GB available space'],[],None,332,91,241,332,158,174
Need For Speed Hot Pursuit,Very Positive,"16 Nov, 2010",Criterion Games,Electronic Arts,Single-player,None,None,None,None,1499,None,['Racing'],['windows'],['1GB XP 15GB Vista 15 GB Windows 7'],[],[],None,17001,14988,2013,17001,13841,3160
Doorways The Underworld,Mixed,"17 Sep, 2014",Saibot Studios,Saibot Studios,Single-player,None,None,None,None,369,None,"['Action', 'Adventure', 'Indie']","['windows', 'linux']","['2 GB RAM', '2 GB RAM']","['2 GB available space', '2 GB available space']",[],None,353,144,209,353,252,101
Mass Exodus Redux,Mostly Positive,"5 May, 2017",Polymerse,Polymerse,Shared/Split Screen PvP,None,None,None,None,459,None,"['Action', 'Casual', 'Indie']",['windows'],['8 GB RAM'],['5 GB available space'],[],VR Support,222,205,17,222,173,49
Shining Hotel Lost in Nowhere,Mixed,"5 Jun, 2018",GameChain,GameChain,Single-player,None,None,None,None,349,None,"['Action', 'Indie']","['windows', 'mac']","['2 GB RAM', '2 GB RAM']","['700 MB available space', '700 MB available space']",[],None,23,22,1,23,9,14
Far Cry 3 Deluxe Bundle DLC,Mostly Positive,"16 Jan, 2013","Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",Ubisoft,Single-player,None,None,None,None,499,None,"['Action', 'Adventure']",['windows'],['4 GB RAM'],[],['15 GB HD space'],None,80,75,5,80,60,20
Song of the Myrne What Lies Beneath,Very Positive,"14 Jan, 2015",Beldarak Games,Beldarak Games,Single-player,None,None,None,None,259,None,"['Action', 'Indie', 'RPG']","['windows', 'linux', 'mac']",[],"['200 MB available space', '200 MB available space', '200 MB available space']",[],None,80,59,21,80,63,17
Noct,Mixed,"22 Oct, 2015",C3SK,Devolver Digital,Single-player,None,None,None,None,369,None,"['Action', 'Indie', 'Early Access']","['windows', 'linux', 'mac']","['2 GB RAM', '2 GB RAM', '2 GB RAM']","['500 MB available space', '500 MB available space', '500 MB available space']",[],None,554,346,208,554,315,239
10 Second Ninja,Very Positive,"5 Mar, 2014",Four Circle Interactive,Mastertronic,Single-player,None,None,None,None,119,None,"['Action', 'Indie']","['windows', 'mac']","['1 GB RAM', '2 GB RAM']","['100 MB available space', '100 MB available space']",[],None,699,323,376,699,600,99
Mayhem Masters,None,"27 Mar, 2020",Digital Ballista,Digital Ballista,Shared/Split Screen PvP,None,None,None,None,459,None,"['Action', 'Indie']",['windows'],['4 GB RAM'],['500 MB available space'],[],None,1,0,1,1,1,0
RabiRibi  Is the order a DLC,Very Positive,"11 Sep, 2017",CreSpirit,Sekai Project,Single-player,None,None,None,None,349,None,"['Action', 'Adventure', 'Casual', 'Indie']",['windows'],['1 GB RAM'],['1 GB available space'],[],None,193,184,9,193,185,8
GoD Factory Wingmen,Mixed,"29 Aug, 2014",Nine Dots Studio,Nine Dots Studio,Steam Achievements,violence/bad_language,None,None,None,529,None,"['Action', 'Indie', 'Simulation', 'Strategy']","['windows', 'linux', 'mac']","['4 GB RAM', '4 GB RAM', '4 GB RAM', '4 GB RAM']","['2 GB available space', '2 GB available space', '2 MB available space', '2 MB available space']",[],None,299,190,109,299,206,93
RollingSky,Mostly Positive,"20 Feb, 2020",Cheetah Mobile Inc.,"Rising Win Tech. CO., LTD",Single-player,None,None,None,None,379,None,"['Action', 'Casual', 'Racing']",['windows'],['1 GB RAM'],['1 GB available space'],[],None,22,19,3,22,15,7
None,None,None,None,None,None,None,None,None,None,None,None,[],[],[],[],[],None,None,None,None,None,None,None
IronWolf VR,Overwhelmingly Positive,"13 Mar, 2017",Ionized Studios,Ionized Studios,Single-player,None,None,None,None,565,None,"['Action', 'Indie', 'Simulation', 'Early Access']",['windows'],['8 GB RAM'],['3 GB available space'],[],VR Support,569,534,35,569,553,16
Phantom Breaker Battle Grounds,Very Positive,"24 Jan, 2015",MAGES. Inc.,Degica,Single-player,None,None,None,None,399,None,['Action'],['windows'],['3 GB RAM'],['3 GB available space'],[],None,2762,2300,462,2762,2308,454
UBERMOSHSANTICIDE,Very Positive,"27 Jul, 2018",Walter Machado,Walter Machado,Single-player,None,529,-90%,52,199,None,"['Action', 'Indie']",['windows'],['4 GB RAM'],['550 MB available space'],[],None,129,115,14,129,123,6
Beyond Enemy Lines Operation Arctic Hawk,Mixed,"7 Mar, 2019",Polygon Art,Polygon Art,Single-player,None,None,None,None,199,None,"['Action', 'Indie']",['windows'],['4 GB RAM'],['7 GB available space'],[],None,15,15,0,15,7,8
Angry Arrows,Very Positive,"13 Aug, 2015",DanielDavisGames,DanielDavisGames,Single-player,None,None,None,None,259,None,"['Action', 'Adventure', 'Indie']",['windows'],['2 GB RAM'],[],[],None,147,89,58,147,136,11
WatchDogs 2  Human Conditions,Mostly Positive,"23 Mar, 2017",Ubisoft,None,Single-player,None,None,None,None,749,None,"['Action', 'Adventure']",['windows'],['6 GB RAM'],['50 GB available space'],[],None,166,153,13,166,131,35
Kidnapped,Mixed,"4 Aug, 2015",Deceptive Games,Deceptive Games,Single-player,None,None,None,None,169,None,"['Action', 'Adventure', 'Indie']","['windows', 'linux', 'mac']","['6 GB RAM', '4 GB RAM', '4 GB RAM']","['2 GB available space', '2 GB available space', '2 GB available space']",[],None,533,198,335,533,302,231
Planet of the Eyes,Very Positive,"24 Aug, 2015",Cococucumber,Cococucumber,Single-player,None,None,None,None,299,None,"['Action', 'Adventure', 'Indie']","['windows', 'mac']","['1 GB RAM', '1 GB RAM']","['500 MB available space', '500 MB available space']",[],None,339,91,248,339,276,63
Fateless,Mostly Positive,"28 Nov, 2019",Dimitri Lozovoy,Dimitri Lozovoy,Single-player,None,None,None,None,Free To Play,None,['Action'],['windows'],['4 GB RAM'],['100 MB available space'],[],None,21,0,21,21,16,5
Xenocide,Mostly Positive,"28 Aug, 2015",Confused Genius,Spawn Point OSK,Single-player,None,None,None,None,125,None,"['Action', 'Indie']",['windows'],['2 GB RAM'],['400 MB available space'],[],None,26,14,12,26,21,5
TrenchesWIP,Mostly Positive,"17 Aug, 2019",Big OOF Games PTY LTD,-,Online PvP,None,None,None,None,Free To Play,None,"['Action', 'Free to Play', 'Early Access']",['windows'],['4096 MB RAM'],['2048 MB available space'],[],None,339,0,339,339,253,86
Kika  Daigo A Curious Tale,Mostly Positive,"21 Jan, 2020",Big Fat Cat Studio,Big Fat Cat Studio,Shared/Split Screen Co-op,None,None,None,None,Free To Play,None,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']",['windows'],['4 GB RAM'],['1 GB available space'],[],None,46,0,46,46,35,11
Quantum League  Free Open Beta,Mostly Positive,"21 Feb, 2020",Nimble Giant Entertainment,Nimble Giant Entertainment,Online PvP,None,None,None,None,Free,None,"['Action', 'Free to Play', 'Sports', 'Strategy']",['windows'],['4 GB RAM'],['10 GB available space'],[],None,818,0,818,818,578,240
Block Heads Instakill,Mostly Positive,"14 Aug, 2018",Madar Games,Madar Games,Online PvP,None,None,None,None,Free to Play,None,['Action'],"['windows', 'linux', 'mac']","['2 GB RAM', '2 GB RAM', '2 GB RAM']","['1 GB available space', '1 GB available space', '1 GB available space']",[],None,20,0,20,20,14,6
PWND,Mostly Positive,"6 Apr, 2018",Skydance Interactive,Skydance Interactive,Online PvP,None,None,None,None,Free to Play,None,"['Action', 'Casual', 'Free to Play', 'Indie']",['windows'],['3 GB RAM'],[],[],None,916,79,837,916,645,271
